url,value,value item,justification
https://developer.android.com/reference/androidx/activity/package-summary.html,Achievement,Influential,"API directly supports the value item ""Influential"" and its corresponding value ""Achievement"" through the OnBackPressedDispatcherOwner class. This class allows app users to register an OnBackPressedCallback for handling the system back button; giving them the power to influence the navigation flow and user experience in the mobile app."
https://developer.android.com/reference/androidx/activity/package-summary.html,Power,Social Power,"API directly supports the value item ""Social Power"" and its corresponding value ""Power"" through the OnBackPressedDispatcherOwner class. By allowing app users to register an OnBackPressedCallback for handling the system back button; they have the social power to control and influence the app's navigation and interactions."
https://developer.android.com/reference/androidx/activity/package-summary.html,Universalism,Protecting the Environment,"API directly supports the value item ""Protecting the Environment"" and its corresponding value ""Universalism"" through the EdgeToEdge class. This class provides functionality for enabling edge-to-edge display; which reduces the need for physical buttons and bezels; contributing to a more environmentally-friendly design and promoting the value of protecting the environment."
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Hedonism,Pleasure,The API allows the integration of in-app purchases; which enables app users to enjoy the pleasure of purchasing and accessing additional features or content within the mobile app.
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Power,Social Recognition,The API provides social login functionality; allowing app users to log in using their social media accounts. This feature enhances social recognition as users can showcase their online presence and identity within the app.
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Benevolence,True Friendship,The API includes a feature that supports push notifications; enabling meaningful and true friendship among app users. Through push notifications; users can stay connected and receive updates from their friends; enhancing their sense of belonging and promoting true friendship.
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Hedonism,Enjoying Life,The API allows app users to easily share their achievements and progress in the mobile app on social media platforms. This feature promotes the enjoyment of life as users can showcase their accomplishments and receive validation from others.
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Tradition,Detachment,The API provides a feature that allows app users to switch between light and dark themes in the mobile app. This promotes detachment as users can choose a theme that aligns with their preferences and creates a different ambiance within the app.
https://developer.android.com/reference/androidx/ads/identifier/provider/package-summary.html,Universalism,Equality,The API supports localization and internationalization; allowing app users from different countries and cultures to access the app in their preferred language. This promotes equality as all users have an equal opportunity to engage with the app on a global scale.
https://developer.android.com/reference/androidx/annotation/experimental/package-summary.html,Self Direction,Independent,"The API allows app users to have control and independence in their mobile app experience by providing customizable settings and options. This promotes the value item of ""Independent"" and the value of ""Self Direction."""
https://developer.android.com/reference/androidx/annotation/experimental/package-summary.html,Achievement,Ambitious,"The API provides functionality that allows app users to track and measure their progress and achievements within the mobile app. This promotes the value item of ""Ambitious"" and the value of ""Achievement."""
https://developer.android.com/reference/androidx/annotation/experimental/package-summary.html,Benevolence,Mature Love,"The API incorporates social features that promote connections and interactions between app users; fostering mature love and meaningful relationships. This supports the value item of ""Mature Love"" and the value of ""Benevolence."""
https://developer.android.com/reference/androidx/appcompat/app/package-summary.html,Self Direction,Freedom,The API documentation mentions the ActionBar class; which allows app users to customize the appearance and layout of the action bar in their mobile app. This promotes the value of freedom as users have the ability to personalize and customize their app interface.
https://developer.android.com/reference/androidx/appcompat/app/package-summary.html,Achievement,Successful,The API documentation mentions the AppCompatDelegate class; which allows developers to extend AppCompat's support to older Android devices. By using this class; app users can benefit from the latest platform features on their older devices; promoting the value of achievement as they can access and use new technologies without the need for upgrading their devices.
https://developer.android.com/reference/androidx/appcompat/app/package-summary.html,Universalism,Protecting the Environment,The API documentation mentions the AppCompatViewInflater class; which automatically substitutes core Android widgets with the AppCompat extensions. This promotes the value of protecting the environment as it encourages the reuse and extension of existing widgets; reducing the need for creating new resources and contributing to a more sustainable mobile app development process.
https://developer.android.com/reference/androidx/appcompat/content/res/package-summary.html,Security,Healthy,"The documentation for API mentions the availability of the androidx.appcompat.content.res class; which allows app users to access an application's resources. This promotes the value item of ""Security"" as it ensures that the app is running with the necessary resources to function properly and securely."
https://developer.android.com/reference/androidx/appcompat/content/res/package-summary.html,Benevolence,Meaning in Life,"The API documentation mentions the availability of the AppCompatResources class; which enables app users to access an application's resources through AppCompat. This promotes the value item of ""Benevolence"" as it allows app users to customize their app experience and find meaning in their interactions with the application."
https://developer.android.com/reference/androidx/appcompat/content/res/package-summary.html,Universalism,Social Justice,"The API documentation mentions the availability of the AppCompatResources class; which allows app users to access an application's resources through AppCompat. This promotes the value item of ""Universalism"" as it ensures equality and social justice by providing a consistent and inclusive user experience across different devices and platforms."
https://developer.android.com/reference/androidx/appcompat/graphics/drawable/package-summary.html,Self Direction,Freedom,The API documentation states that the DrawableContainerCompat class allows users to select which Drawable to use; providing them with the freedom to customize the appearance of their mobile app.
https://developer.android.com/reference/androidx/appcompat/graphics/drawable/package-summary.html,Security,Family Security,The API documentation mentions the StateListDrawableCompat class; which allows users to assign multiple graphic images to a single Drawable. This feature promotes a sense of family security as users can visually represent different states or scenarios within their app interface.
https://developer.android.com/reference/androidx/appcompat/graphics/drawable/package-summary.html,Universalism,Protecting the Environment,The API documentation mentions the StateListDrawableCompat class; which enables app users to swap out the visible item by a string ID value. This functionality supports the value of protecting the environment as users can dynamically change the displayed graphic based on specific conditions or events within the app.
https://developer.android.com/reference/androidx/appcompat/view/package-summary.html,Security,Sense of Belonging,The API's Security feature includes a Sense of Belonging; which allows app users to connect with other users or communities within the app. This promotes a sense of security and belonging for the app users; enhancing their overall experience.
https://developer.android.com/reference/androidx/appcompat/view/package-summary.html,Benevolence,Mature Love,The API's User Profile feature allows app users to create and display their profile; including their interests; hobbies; and preferences. This promotes mature love and the development of meaningful connections between app users.
https://developer.android.com/reference/androidx/appcompat/view/package-summary.html,Universalism,A World of Beauty,The API's Theming feature allows app users to customize the appearance and design of the app interface; including choosing different color schemes and styles. This promotes a world of beauty as app users can personalize the visual experience of the app to their liking.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Universalism,Unity with Nature,The API's Toolbar class allows app users to customize the appearance and behavior of the app's toolbar; including the ability to set a custom theme. This promotes unity with nature as users can create a toolbar that aligns with their personal preferences and values.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Benevolence,True Friendship,The API's SearchView class provides callbacks for changes to the query text; allowing app users to easily search for specific items within the app. This promotes true friendship as users can quickly find and connect with the content or features they are looking for; enhancing their overall app experience.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Power,Social Recognition,The API's PopupMenu class includes an interface for a listener that is notified when the menu is dismissed; allowing app users to be notified when they interact with the menu. This promotes social recognition as users can receive feedback and acknowledgment for their menu selections; enhancing their sense of belonging and social interaction within the app.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Universalism,Equality,The API's ListPopupWindow class allows app users to display a list of items in a popup window; providing an interface for selecting items. This promotes equality as users can easily access and interact with a list of items without any hierarchical or restrictive structures; enhancing their overall app experience.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Benevolence,Honesty,The API's ActionMenuView class provides an interface for receiving menu item click events; allowing app users to interact with menu items. This promotes honesty as users can trust that their actions and selections within the menu are accurately and reliably handled by the API; enhancing their overall app experience.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Self Direction,Privacy,The API's PopupMenu class includes an interface for a listener that is notified when the menu is dismissed; allowing app users to be notified when they interact with the menu. This promotes privacy as users can have control over the visibility and presence of the menu in their app; ensuring that their interactions and selections remain private.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Security,Cleanliness,The API's Toolbar class includes an interface for receiving menu item click events; allowing app users to interact with menu items. This promotes cleanliness as users can easily access and interact with the menu items; ensuring a clean and organized app interface.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Benevolence,Helpful,The API's ActionMenuView class provides an interface for receiving menu item click events; allowing app users to interact with menu items. This promotes helpfulness as users can perform actions or access features within the app through the menu; enhancing their overall app experience.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Tradition,Respect for Tradition,The API's Toolbar class allows app users to customize the appearance and behavior of the app's toolbar; including the ability to set a custom theme. This promotes respect for tradition as users can create a toolbar that aligns with traditional design principles and aesthetics.
https://developer.android.com/reference/androidx/appcompat/widget/package-summary.html,Stimulation,Daring,The API's PopupMenu class includes an interface for a listener that is notified when the menu is dismissed; allowing app users to be notified when they interact with the menu. This promotes daring as users can be adventurous and explore different menu options; enhancing their overall app experience.
https://developer.android.com/reference/androidx/arch/core/executor/testing/package-summary.html,Benevolence,Meaning in Life,The API's Messaging module allows app users to send and receive messages; fostering meaningful connections and facilitating true friendships within the app.
https://developer.android.com/reference/androidx/arch/core/executor/testing/package-summary.html,Universalism,Social Justice,The API's Social Sharing functionality allows app users to easily share content related to social justice causes; promoting awareness and encouraging users to contribute to a more just society.
https://developer.android.com/reference/androidx/arch/core/executor/testing/package-summary.html,Security,Cleanliness,The API's Image Recognition feature ensures cleanliness in the app by automatically filtering out inappropriate or offensive content from user-generated images; creating a safe and clean environment for app users.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Benevolence,Helpful,The API documentation provides interfaces and functions that allow app users to create and implement features that are helpful to them. This promotes the value of benevolence; as it allows users to create and share helpful content within the mobile app.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Self Direction,Choosing Own Goals,The API documentation provides interfaces and functions that allow app users to choose and set their own goals within the mobile app. This promotes the value of self-direction; as it empowers users to have control over their app experience and customize it to their preferences.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Universalism,Protecting the Environment,The API documentation includes features and functions that support the protection of the environment within the mobile app. This promotes the value of universalism; as it aligns with the users who prioritize protecting the environment and contributes to a world at peace.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Benevolence,Honesty,The API documentation emphasizes the importance of honesty and provides features and functions that enhance the authenticity of app users within the mobile app. This supports the value of benevolence and promotes honesty as a crucial aspect of app user interactions.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Stimulation,Daring,The API documentation provides interfaces and functions that support daring and adventurous features within the mobile app. This promotes the value of stimulation; as it allows app users to engage in exciting and daring experiences within the app.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Achievement,Ambitious,The API documentation includes features and functions that enable app users to achieve ambitious goals within the mobile app. This supports the value of achievement; as it empowers users to pursue their ambitions and succeed within the app.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Security,Reciprocation of Favors,The API documentation provides interfaces and functions that facilitate the reciprocation of favors and support social order within the mobile app. This promotes the value of security; as it fosters a sense of trust and social order among app users.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Hedonism,Pleasure,The API documentation includes features and functions that focus on providing pleasure and enjoyment to app users. This supports the value of hedonism; as it enhances the overall user experience within the app by offering pleasurable and enjoyable features.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Universalism,Broadmindedness,The API documentation promotes broadmindedness and inclusivity by providing interfaces and functions that consider different perspectives within the mobile app. This supports the value of universalism as it emphasizes the importance of considering diverse viewpoints.
https://developer.android.com/reference/androidx/arch/core/util/package-summary.html,Power,Social Recognition,The API documentation includes features and functions that promote social recognition and status within the mobile app. This aligns with the value of power; as it offers opportunities for app users to gain recognition and influence within their digital community.
https://developer.android.com/reference/androidx/asynclayoutinflater/view/package-summary.html,Self Direction,Independent,The AsyncLayoutInflater in API allows app users to independently and asynchronously inflate layouts in their mobile app; giving them the freedom to navigate and interact with content at their own pace and direction.
https://developer.android.com/reference/androidx/asynclayoutinflater/view/package-summary.html,Achievement,Ambitious,The AsyncLayoutInflater in API enhances the achievement value by providing app users with the capability to create dynamic and ambitious layouts in their mobile app; empowering them to create visually appealing and successful user interfaces.
https://developer.android.com/reference/androidx/asynclayoutinflater/view/package-summary.html,Benevolence,True Friendship,The AsyncLayoutInflater in API supports mature love and true friendship values by allowing app users to inflate layouts asynchronously; which promotes a responsive and enjoyable app experience; fostering meaningful connections and friendships through the app.
https://developer.android.com/reference/androidx/asynclayoutinflater/view/package-summary.html,Self Direction,Creativity,The AsyncLayoutInflater in API promotes creativity as it enables app users to inflate layouts asynchronously; providing them with the opportunity to design and customize their mobile app's interface with their own creative ideas.
https://developer.android.com/reference/androidx/autofill/package-summary.html,Self Direction,Freedom,The API allows app users to customize autofill hints; giving them the freedom to personalize their autofill experience.
https://developer.android.com/reference/androidx/autofill/package-summary.html,Achievement,Successful,The API provides the capability to intelligently suggest autofill options based on user data; enhancing their achievement of successful and efficient form completion.
https://developer.android.com/reference/androidx/autofill/package-summary.html,Benevolence,Helpful,The API includes features for securely storing user data; promoting the value of helpfulness by ensuring users' sensitive information is protected.
https://developer.android.com/reference/androidx/biometric/package-summary.html,Self Direction,Independent,"The BiometricManager.Authenticators interface allows app users to choose the type of biometric authentication method they prefer; such as fingerprint or face recognition. This supports the value item of ""Independent"" in the Self Direction value by allowing users to have control over their authentication method."
https://developer.android.com/reference/androidx/biometric/package-summary.html,Security,Sense of Belonging,"The BiometricManager class provides system information related to biometrics; including the sense of belonging to a secure and protected environment. This supports the value item of ""Sense of Belonging"" in the Security value by ensuring that app users feel secure and connected within the app's biometric authentication system."
https://developer.android.com/reference/androidx/biometric/package-summary.html,Universalism,Social Justice,The BiometricPrompt.PromptInfo.Builder class allows developers to set configurable options for the BiometricPrompt; such as the language used for the prompt. This promotes social justice by enabling app users to access the prompt in their preferred language; ensuring equal opportunity and inclusivity.
https://developer.android.com/reference/androidx/browser/browseractions/package-summary.html,Self Direction,Independent,The API allows app users to have control over their browsing experience by providing features to open and navigate web pages. This promotes independence as users can choose the websites they want to visit and explore freely.
https://developer.android.com/reference/androidx/browser/browseractions/package-summary.html,Benevolence,Helpful,The API integrates with social media platforms; allowing app users to easily share web content with their friends and followers. This promotes helpfulness as users can share useful information and resources with others.
https://developer.android.com/reference/androidx/browser/browseractions/package-summary.html,Universalism,Protecting the Environment,The API provides a feature to open links in an external browser; which supports the protection of the user's privacy and security by preventing tracking and data collection within the app.
https://developer.android.com/reference/androidx/browser/customtabs/package-summary.html,Benevolence,Helpful,The CustomTabsCallback class in the API documentation allows app users to receive messages regarding events in their custom tabs. This promotes helpfulness; as app users can interact with the webpages within their custom tabs and provide assistance or support through the callback function.
https://developer.android.com/reference/androidx/browser/customtabs/package-summary.html,Achievement,Successful,The CustomTabsClient class in the API documentation allows app users to communicate with a CustomTabsService and create a CustomTabsSession. This supports the value of achievement; as app users can actively engage with the functionality provided by the custom tabs; enhancing their ability to accomplish tasks and successfully navigate the web.
https://developer.android.com/reference/androidx/browser/customtabs/package-summary.html,Power,Social Recognition,The CustomTabsIntent class in the API documentation provides the ability to customize the visual parameters of a Custom Tab; such as the color scheme. This supports the value of social recognition; as app users can create visually appealing and personalized custom tabs that could potentially garner attention and recognition from others.
https://developer.android.com/reference/androidx/browser/trusted/package-summary.html,Self Direction,Choosing Own Goals,The TrustedWebActivityIntentBuilder class in API allows app users to choose their own goals and preferences by constructing instances of TrustedWebActivityIntent with customized data and options.
https://developer.android.com/reference/androidx/browser/trusted/package-summary.html,Power,Social Recognition,The TrustedWebActivityDisplayMode.DefaultMode in API provides social recognition by hiding the browser toolbar while the user is on a verified origin; giving them a more immersive and exclusive browsing experience.
https://developer.android.com/reference/androidx/browser/trusted/package-summary.html,Benevolence,True Friendship,The TrustedWebActivityCallback class in API supports true friendship by allowing the browser to receive messages from the client app; enabling seamless communication and interaction between the user and the app.
https://developer.android.com/reference/androidx/browser/trusted/sharing/package-summary.html,Self Direction,Independent,The API's ShareData class allows app users to share data to a Web Share Target via a Trusted Web Activity. This promotes independence as users have the freedom to choose what data they want to share and to whom they want to share it.
https://developer.android.com/reference/androidx/browser/trusted/sharing/package-summary.html,Universalism,Protecting the Environment,The API's ShareTarget.Params class provides parameter names for the data being shared. This promotes protecting the environment as app users can share data with specific parameters that contribute to environmental preservation or sustainability.
https://developer.android.com/reference/androidx/browser/trusted/sharing/package-summary.html,Benevolence,Meaning in Life,The API's ShareTarget.FileFormField class defines a form field for sharing files. This promotes meaningfulness in life as app users can share files that hold significance or contribute to their overall sense of purpose or fulfillment.
https://developer.android.com/reference/androidx/browser/trusted/splashscreens/package-summary.html,Self Direction,Independent,The API's authentication feature allows app users to have independent control over their personal data and account security; enhancing their sense of freedom and self-direction.
https://developer.android.com/reference/androidx/browser/trusted/splashscreens/package-summary.html,Stimulation,Excitement in Life,The API's browser integration feature enables app users to access and experience exciting internet content within the app; providing stimulation and variation in their mobile app experience.
https://developer.android.com/reference/androidx/browser/trusted/splashscreens/package-summary.html,Security,Family Security,The API's encryption and security protocols ensure the protection of app users' personal information; enhancing their sense of family security and peace of mind.
https://developer.android.com/reference/androidx/camera/camera2/package-summary.html,Stimulation,Excitement in Life,API provides the Camera2Config class; which allows app users to capture high-quality photos and videos with their mobile devices. This feature enhances stimulation in the mobile app experience by providing users with the excitement and variation of capturing moments in their own lives.
https://developer.android.com/reference/androidx/camera/camera2/package-summary.html,Achievement,Intelligent,API offers the Camera2Config class; which provides app users with intelligent camera capabilities. With this API; users can take advantage of advanced camera features such as auto-focus; exposure control; and image stabilization; enhancing their ability to capture intelligent and high-quality photos.
https://developer.android.com/reference/androidx/camera/camera2/package-summary.html,Benevolence,Helpful,API includes the Camera2Config class; which enables app users to easily access various camera settings and adjustments. This feature promotes helpfulness as it allows users to customize their camera experience; such as adjusting exposure; white balance; and focus; to capture the best possible photos and videos.
https://developer.android.com/reference/androidx/camera/camera2/package-summary.html,Stimulation,Daring,API provides the Camera2Config class; which allows app users to experiment with daring photography techniques and styles. With features like manual settings and various shooting modes; users can explore their creativity and take risks in their mobile photography.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Benevolence,Forgiving,The Camera2Interop.Extender class allows app users to extend the capabilities of the camera by adding Camera2 options. This promotes the value of benevolence as it allows users to customize their camera settings and capture the best possible images or videos.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Universalism,Equality,The CaptureRequestOptions class allows app users to set various camera capture request options; such as exposure and focus. This promotes the value of universalism as it ensures equal access to camera features and settings for all users; regardless of their device or platform.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Security,Cleanliness,The Camera2Interop utility provides interoperability with the android.hardware.camera2 APIs; ensuring that the camera functionality is consistent across different devices and platforms. This promotes the value of security as it provides a reliable and stable camera experience for app users.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Benevolence,Helpful,The Camera2CameraControl class allows app users to control various aspects of the camera; such as zoom and flash; providing them with the ability to capture better photos or videos. This promotes the value of benevolence as it empowers users to have control over their camera experience and capture the moments they desire.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Power,Authority,The Camera2CameraControl class allows app users to have authority and control over the camera settings and functionality; enhancing their photography experience. This supports the value of power as it gives users the ability to make decisions and have control over their camera usage.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Achievement,Capable,The Camera2CameraInfo interface provides information about the camera used in the app; such as its resolution and capabilities. This supports the value of achievement as it allows app users to assess and understand the capabilities of their camera; enabling them to make informed decisions and achieve better results.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Hedonism,Pleasure,The Camera2CameraControl class allows app users to capture photos and videos; providing them with the pleasure and enjoyment of capturing memories. This supports the value of hedonism as it enhances the app user's pleasure and enjoyment in using the camera feature.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Stimulation,Excitement in Life,The Camera2CameraControl class allows app users to capture photos and videos; providing them with excitement and variation in their mobile app experience. This supports the value of stimulation as it adds excitement and variety to the app user's photography experience.
https://developer.android.com/reference/androidx/camera/camera2/interop/package-summary.html,Self Direction,Independent,The Camera2Interop utility provides interoperability with the android.hardware.camera2 APIs; allowing app users to have the independence to use their preferred camera app or feature. This promotes the value of self-direction as it empowers app users to choose their own camera experience and use the camera app that suits their needs.
https://developer.android.com/reference/androidx/camera/core/package-summary.html,Stimulation,Excitement in Life,The API's Camera interface and its associated features; such as the ability to control camera flow and publish camera state; provide app users with excitement in their mobile app experience through the ability to capture and interact with dynamic and engaging visual content.
https://developer.android.com/reference/androidx/camera/core/package-summary.html,Benevolence,Helpful,The API's ImageCapture feature; with its options for saving newly captured images and callbacks for image file I/O events; promotes helpfulness in app users' mobile app experience as they can easily capture and share images with others.
https://developer.android.com/reference/androidx/camera/core/package-summary.html,Security,Family Security,The API's CameraControl interface; with its asynchronous operations like zoom; focus; and metering; contributes to family security in app users' mobile app experience as it allows for better control and management of the camera for capturing meaningful and secure moments.
https://developer.android.com/reference/androidx/camera/extensions/package-summary.html,Self Direction,Independent,The API's ExtensionMode class allows app users to access and utilize various extensions; giving them independence and the ability to tailor their mobile app experience according to their preferences.
https://developer.android.com/reference/androidx/camera/extensions/package-summary.html,Security,Family Security,The API's ExtensionsManager class provides interfaces for app developers to get capability information of extension functions; ensuring that app users can have a secure and stable mobile app experience; contributing to their sense of family security.
https://developer.android.com/reference/androidx/camera/extensions/package-summary.html,Benevolence,Responsibility,The API's ExtensionsManager class allows app developers to access capabilities info of extension functions; promoting responsibility and ensuring that app users can have a reliable and trustworthy mobile app experience.
https://developer.android.com/reference/androidx/camera/lifecycle/package-summary.html,Power,Social Recognition,The API includes a feature that allows app users to gain social recognition through various functions such as sharing achievements or connecting with friends. This promotes the value of power as users can increase their social status and influence within their social network.
https://developer.android.com/reference/androidx/camera/lifecycle/package-summary.html,Security,Cleanliness,The API offers a function that promotes cleanliness by providing options for app users to manage and organize their app interface and storage. This enhances the value of security as users can ensure a clean and organized digital environment.
https://developer.android.com/reference/androidx/camera/lifecycle/package-summary.html,Benevolence,A Spiritual Life,The API supports the integration of a spiritual life feature; allowing app users to explore and engage in spiritual practices or meditation. This enhances the value of benevolence as users can experience a sense of inner peace and fulfillment.
https://developer.android.com/reference/androidx/camera/view/package-summary.html,Benevolence,Loyalty,"The API documentation includes the class ""LifecycleCameraController"" which provides most of the CameraX features. By offering a comprehensive set of features and functionalities; the API enables app users to take responsibility for their mobile photography and capture moments with loyalty to their desired outcomes."
https://developer.android.com/reference/androidx/camera/view/package-summary.html,Hedonism,Enjoying Life,"The API documentation includes the class ""PreviewView"" which displays the camera feed for CameraX's Preview use case. This feature allows app users to enjoy life by providing them with a way to visually experience their surroundings in real-time through the camera feed."
https://developer.android.com/reference/androidx/camera/view/package-summary.html,Universalism,A World at Peace,"The API documentation includes the enum ""PreviewView.ScaleType"" which provides options for scaling the preview vis-à-vis its container PreviewView. By offering this functionality; the API promotes a world at peace by allowing app users to customize the appearance and layout of the camera preview according to their preferences; creating a harmonious and peaceful user experience."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Achievement,Successful,"The API's AppManager class allows app users to manage their apps and communicate with the host. This functionality supports the value item of ""Achievement"" as it allows users to feel successful and in control of their app usage."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Power,Social Recognition,"The HandshakeInfo class in API provides information about the host that the app is connected to. This promotes the value item of ""Power"" as it gives app users social recognition by providing them with information about the host they are connected to."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Benevolence,True Friendship,"The ScreenManager class in API manages the stack of screens and their respective lifecycles. This promotes the value item of ""Benevolence"" as it allows app users to easily navigate and switch between different screens; providing them with a user-friendly and helpful app experience."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Achievement,Ambitious,"The CarAppService class in API allows app users to implement car apps that can run in the car. This supports the value item of ""Achievement"" as it enables app users to pursue ambitious goals and create successful car apps."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Tradition,Devoutness,"The CarAppService class in API supports the value item of ""Tradition"" by providing app users with the ability to develop car apps that incorporate devoutness and respect for tradition in their functionality."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Universalism,Broadmindedness,"The CarAppService class in API promotes the value item of ""Universalism"" by allowing app users to create car apps that embrace broadmindedness and equal opportunities for all users."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Stimulation,Daring,"The OnScreenResultListener interface in API supports the value item of ""Stimulation"" by allowing app users to receive and handle exciting and daring results from the screen."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Hedonism,Enjoying Life,"The CarToast class in API provides a way to show messages to the user for a short period of time; promoting the value item of ""Hedonism"" by allowing app users to enjoy life and have pleasant experiences within the app."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Security,Family Security,The CarContext class in API provides access to car services such as the ScreenManager; which allows app users to experience a sense of family security by managing the screen stack and accessing useful car-related functionality.
https://developer.android.com/reference/androidx/car/app/package-summary.html,Conformity,Self-Discipline,"The CarAppPermission class in API defines constants for permissions that a car app can use; promoting the value item of ""Conformity"" by ensuring that app users follow rules and regulations set by the car app."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Benevolence,Helpful,"The Session class in API allows app users to implement sessions for their car apps; supporting the value item of ""Benevolence"" by providing a helpful and engaging app experience."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Universalism,Protecting the Environment,"The SessionInfo class in API provides information about a session; such as the physical display; promoting the value item of ""Universalism"" by enabling app users to develop car apps that focus on protecting the environment and embracing unity with nature."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Self Direction,Self Respect,"The FailureResponse class in API denotes a failure in the client to a host request; supporting the value item of ""Self Direction"" by providing app users with the ability to reflect on and respect their own self-respect in owning up to errors or failures."
https://developer.android.com/reference/androidx/car/app/package-summary.html,Power,Authority,"The AppInfo class in API provides information about the app that the host is connected to; supporting the value item of ""Power"" by giving app users authority and knowledge about the connected app."
https://developer.android.com/reference/androidx/cardview/widget/package-summary.html,Universalism,Protecting the Environment,The API provides a feature that allows app users to easily access and manipulate image files. This promotes the value of protecting the environment; as users can easily edit and enhance their photos without the need for printing or physical resources.
https://developer.android.com/reference/androidx/cardview/widget/package-summary.html,Achievement,Capable,The API includes a feature that enables app users to track and analyze their app usage and performance. This promotes the value of being capable; as users can monitor and improve their productivity and efficiency within the app.
https://developer.android.com/reference/androidx/cardview/widget/package-summary.html,Benevolence,Mature Love,The API allows app users to securely authenticate their accounts using biometric authentication; such as fingerprint or face recognition. This enhances the value of mature love and trust; as users can have confidence and peace of mind knowing that their personal information is protected.
https://developer.android.com/reference/androidx/collection/package-summary.html,Self Direction,Independent,"The ArrayMap class in API provides a more memory efficient alternative to the traditional HashMap. This supports the value item ""Independent"" as it allows app users to have control over their app's memory usage and optimize performance."
https://developer.android.com/reference/androidx/collection/package-summary.html,Achievement,Intelligent,"The LruCache class in API is a static library version of android.util.LruCache. It supports the value item ""Intelligent"" by providing a cache mechanism that intelligently manages the limited memory resources of a mobile app; optimizing performance by storing and retrieving the most frequently used objects."
https://developer.android.com/reference/androidx/collection/package-summary.html,Benevolence,Helpful,"The ArraySet class in API is a generic set data structure that is designed to be more memory efficient than a traditional HashSet. This supports the value item ""Helpful"" as it allows app users to efficiently store and manage unique objects; facilitating the implementation of helpful features in the app."
https://developer.android.com/reference/androidx/concurrent/futures/package-summary.html,Self Direction,Independent,The CallbackToFutureAdapter.Resolver interface allows app users to implement their own resolution logic when obtaining a future object from the API. This independence gives users the freedom to choose how to handle the asynchronous result; enhancing their sense of self-direction and self-control in the mobile app experience.
https://developer.android.com/reference/androidx/concurrent/futures/package-summary.html,Achievement,Ambitious,The CallbackToFutureAdapter.Completer class enables app users to complete the future returned by the getFuture method. By successfully completing the future; users can achieve their desired outcomes and feel a sense of accomplishment and ambition in using the API within the mobile app.
https://developer.android.com/reference/androidx/concurrent/futures/package-summary.html,Benevolence,Forgiving,The ListenableFutureKt class provides a higher-level interface for working with futures in Kotlin. This interface supports the concept of forgiveness; allowing app users to gracefully handle and recover from errors or unexpected outcomes; promoting a forgiving and compassionate user experience in the mobile app.
https://developer.android.com/reference/androidx/contentpager/content/package-summary.html,Self Direction,Freedom,The ContentPager API allows app users to customize their query parameters and retrieve specific data from the ContentResolver framework. This gives users the freedom to choose and access the specific content they are interested in; promoting the value of freedom in self-direction.
